variable,descripcion,tablas_fuente,dominio,p_featuregroup
nro_camp_pp_06m,número de veces que aparece en campaña el producto préstamo personal en los 6 últimos meses,p_recommendations,ibk-fs-acoe-camp,ibk-fs-group-per-cmpprod-mes
nro_camp_ta_06m,número de veces que aparece en campaña el producto tarjeta de crédito adicionalen los 6 últimos meses,p_recommendations,ibk-fs-acoe-camp,ibk-fs-group-per-cmpprod-mes
nro_camp_tc_06m,número de veces que aparece en campaña el producto tarjeta de crédito en los 6 últimos meses,p_recommendations,ibk-fs-acoe-camp,ibk-fs-group-per-cmpprod-mes
prm_cre_pje_pp_03m,incremento promedio del score de propensión en los 3 últimos meses,scr_ppdig ,ibk-fs-acoe-camp,ibk-fs-group-per-cmpprod-mes
prm_dec_pje_pp_03m,decremento promedio del score de propensión en los 3 últimos meses,scr_nbcpp,ibk-fs-acoe-camp,ibk-fs-group-per-cmpprod-mes
rat_pje_pp_01m_03m,ratio del último mes / 3 últimos meses de score de propensión en producto préstamo personal,scr_nbcpp,ibk-fs-acoe-camp,ibk-fs-group-per-cmpprod-mes
avg_datraso_rd_pn_u1a,Promedio de días de atraso riesgo directo de persona natural en los últimos 12 meses,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
avg_pct_saldo_impago_u1a,Promedio del porcentaje de saldo impago en los últimos 12 meses,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
avg_saldo_rt_u3m,"Promedio de saldo del riesgo total (créditos reestructurados, refinanciados, vencidos, en cobranza judicial y contingentes deudoras) de los últimos 3 meses",t_rsk_vars_mdl_rcc_cons,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
beta_entidades_dist_rd_lineatc_u1a,valor beta entidades distribucion riesgo directo linea tarjeta crédito último año,"t_rsk_vars_mdl_rcc_sldo, nan",ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
cod_clasif_grp_riesgociiu,Grupo de riesgo ciiu.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
cod_clasif_seg_un,Segmentación,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
ctd_3m_dism_saldo,Número de disminuciones en el saldo de prestamos personales en sistema financiero en últimos 3 meses.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
ctd_cem,Capacidad de endeudamiento.,tbl_rsk_inf_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
ctd_mespeornorssff_12m,Cantidad de meses desde que mejoro su calificacion deudor a Normal en el SSFF en el último año,"t_rsk_vars_mdl_rcc_sldo, t_rsk_vars_mdl_rcc_prdsitu",ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
desv_datraso_rd_u1a,valor desviacion días atraso riesgo directo último año,"t_rsk_vars_mdl_rcc_sldo, nan",ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
dsv_3m_saldorcc,Desviación del saldo total rcc últimos 3 meses.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
dsv_6m_linea,Desviación de número de entidades con riesgo directo o linea en los últimos 6 meses,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
dsv_datraso03m,Desviacion de dias de atraso en los u3m,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
dsv_datraso_rd_6m,valor desviacion días atraso riesgo directo últimos 6 meses,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
dsv_dias_atraso_rcc_all_9m,desvio de cantidad de dias de mora de los ultimos 9 meses en préstamos personales y tc,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
fec_24m_ant_saldo,Antigüedad saldo en 24 meses.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
max_12m_pct_saldo_imp,Máximo porcentaje saldo impago en 12 meses.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
max_dda_pp_rat_9m,máximo de los ratios de los últimos 9 meses de la deuda en préstamos personales; el ratio se calcula entre la deuda del codmes actual sobre la deuda del codmes anterior.,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
max_dias_atraso_no_ibk_cob_3m,máximo dias de atraso en los ultimos 3 meses,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
max_pct_maxsldrsgdirec_03m,Flag que indica si el máximo porcentaje de Saldo Riesgo Directo (Saldos vigentes no castigados) en las 4 principales entidades no supera el 95% respecto a todas las entidades en los últimos 3 meses,"t_rsk_vars_mdl_rcc_sldo, t_rsk_vars_mdl_rcc_prdsitu",ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
meses_ult_inc_10_rat_dda_pp,cantidad de meses que pasaron entre el codmes de alta y el codmes del ultimo incremento del 10% de la deuda en préstamos personales,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
min_12m_difsaldotc,Mínima diferencia de saldo de TC en 12 meses,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
nro_dmoraotrent12m,Dias de atraso en otras entidades en los u12m,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
nro_max_atraso12m,número de meses con mas de 8 días de atraso en los últimos 12 meses,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
nro_mesbadclfnor12m,Meses desde peor calificacion normal en los u12m,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
pct_clasif_nor_m01,Porcentaje De Clasificación Normal en el ultimo mes en RCC,tbl_rcc_per_allsf_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
pct_maxsldrsg_06m,Tendencia del número de entidades distintas con saldo en Riesgo Directo (Saldos vigentes no castigados) en los últimos 6 meses.,"t_rsk_vars_mdl_rcc_sldo, t_rsk_vars_mdl_rcc_prdsitu",ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
peor_clasif_12m,Peor clasificación de riesgo del sistema financiero en los últimos 12 meses,t_rsk_vars_rcc_principalidad,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
prm_12m_dias_atraso,Promedio días de atraso con riesgo en 12 meses.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
prm_6m_diasatraso,Promedio días de atraso con riesgo en 6 meses.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
prm_cta_3m_diasatrrd,Promedio días de atraso con riesgo en 3 meses.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
prm_datraso_rd_1a,valor promedio días atraso riesgo directo último año,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
prm_pct_sld_rd_6m,valor promedio porcentaje saldo riesgo directo referencial últimos 6 meses,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
rat_1m_disp_efec,Ratio disposición efectivo en 1 mes.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
rat_datrasoibkssff12m,Ratio de dias de atraso en IBK y SSFF en los u12m,"ds_fs_tarjeta_rsk, t_fact_report_rcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
rat_maxsldpeorclf03m_06m,Ratio entre los máximos saldos en peor clasificación deudor en el SSFF de los últimos 3 meses y de los últimos 6 meses,"t_rsk_bkp_cierre_mensual, t_fact_report_rcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
ratio_saldo_rt_t1_t12,ratio entre  valor saldo riesgo total último mes y valor maximo saldo riesgo total último año,"t_rsk_vars_mdl_rcc_sldoant, nan",ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
tnd_6m_saldo_pp,Evolucion del saldo de prestamos personales en sistema financiero últimos 6 meses.,tbl_nusbureau_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rskfinac-mes
flg_emppagpla06m,Iindicador si la empresa realiza pago de planilla en los 6 últimos meses,wrk_prov_var_nobenef (t_fact_vpc_ppa_transacc_inof),ibk-fs-acoe-infpers,ibk-fs-group-emp-propiedad-mes
flg_importexport06m,Indicador si la empresa realiza importación o exportacion en los 6 últimos meses,wkr_var_adex (mst_vpc_adex),ibk-fs-acoe-infpers,ibk-fs-group-emp-propiedad-mes
prm_4m_tienda,Promedio de visita al canal tienda últimos 4 meses.,v_seg_canales,ibk-fs-acoe-exp,ibk-fs-group-per-exptienda-mes
rat_4m_12m_tienda,Ratio visita al canal tienda entre los últimos 4 meses y 12 meses.,v_seg_canales,ibk-fs-acoe-exp,ibk-fs-group-per-exptienda-mes
flg_uso_agente,Uso de agente,t_agg_cr_mau_engagement_resu,ibk-fs-acoe-exp,ibk-fs-group-per-exptienda-mes
flg_uso_tda,Visita en tienda por parte del cliente,t_agg_cr_mau_engagement_resu,ibk-fs-acoe-exp,ibk-fs-group-per-exptienda-mes
flg_consumo_tc_1m,Cliente ha realizado consumos con su tarjeta de crédito en ibk en el ultimo mes,t_aws_360_cliente_mes_d3,ibk-fs-acoe-trx,ibk-fs-group-per-consumos-mes
prm_concomuntc_06m,"Flag indicador de consumos en los últimos 6 meses en los rubros Taxi, Restaurantes, Supermercados, Tiendas Y Bazares, Automotriz Y Combustible, Hogar, Servicios Especializados, Delivery, Telecomunicaciones, Tiendas Por Departamento, Tecnologia","t_agg_rt_consumo_tc, t_dim_tipo_cambio_rsk",ibk-fs-acoe-trx,ibk-fs-group-per-consumos-mes
prm_conljtc_06m,"Flag indicador de consumos en los últimos 6 meses en los rubros Educacion, Pagos, Salud Y Bienestar , Oficina, Viajes Y Transporte, Entretenimiento","t_agg_rt_consumo_tc, t_dim_tipo_cambio_rsk",ibk-fs-acoe-trx,ibk-fs-group-per-consumos-mes
prm_qtatottc_12m,Promedio de sumatoria de cuotas en consumos mensuales con Tarjeta de Crédito IBK en el último año,t_agg_rt_consumo_tc,ibk-fs-acoe-trx,ibk-fs-group-per-consumos-mes
prm_trxgasol12m,Promedio en soles de transacciones por gasolina dentro de los últimos 12 meses,t_rsk_var_transacc_tot,ibk-fs-acoe-trx,ibk-fs-group-per-consumos-mes
prm_trxrestaurant_12m,Promedio transacción en restaurant en los últimos 12 meses,t_rsk_var_transacc_tot,ibk-fs-acoe-trx,ibk-fs-group-per-consumos-mes
nro_pagotc,Numero de veces que pago su tarjeta por la app movil en el u1m,t_rsk_fct_digital_diario,ibk-fs-acoe-exp,ibk-fs-group-per-expapp-dia
cod_prod,"Codigo del producto final en interbank: tc, pp o ambos",t_cob_base_resumida_hist,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
deuda_tot,"Deuda total estandarizada en los productos IBK,  actualizacion diaria",t_cob_base_resumida_hist,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
dsv_pct_cuota_9m,Variación absoluta de la tasa de interes cobrado para consumos en cuotas con tarjeta de crédito en los ultimos 270 dias al día de la consulta,t_agg_rt_consumo_tc,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
flg_act_pas_07d,flag de alcancía en los 7 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
flg_sld_ibk_ec_15d,flag con presencia de saldo extracash en los 15 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
flg_sld_td_2b_30d,flag de presencia de consumo en bienes secundarios,t_fct_trx_tarj_debito,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
flg_sld_td_enter_30d,flag de consumo en tarjeta de débito en rubro entretenimiento en los 30 últimos días,t_fct_trx_tarj_debito,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_rat_act_pas_07d,máximo valor del balance en los 7 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_rat_act_pas_15d,máximo saldo en los 15 últimos días del balance visto como ratio activos/pasivos,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_rat_pos_td_07d,máximo porcentaje de utilización en POS en 7 últimos días,t_fct_trx_tarj_debito,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_rat_pos_td_15d,máximo porcentaje de utilización en POS en 15 últimos días,t_fct_trx_tarj_debito,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_act_15d,máximo saldo de activos en los 15 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_alc_07d,máximo saldo en alcancía considerando los 7 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_csueldo_07d,máximo saldo en cuenta sueldo en los 7 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_ibk_ec_15d,máximo saldo en extracash considerando los 15 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_ibk_tc_07d,máximo saldo en tarjeta de crédito en los 7 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_ibk_tc_15d,máximo saldo en tarjeta de crédito considerando los 15 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_pas_07d,Máximo saldo en total de pasivos en los 7 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_pas_millo_07d,Máximo saldo millo en los 7 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_pas_pre_07d,máximo saldo de ahorros en los 7 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
max_sld_td_enter_15d,Máximo saldo en tarjeta de débito entretenimiento en los 15 últimos días,t_fct_trx_tarj_debito,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
min_dec_sld_pas_07m,mes más reciente con disminución del total de pasivos ,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
min_rat_act_pas_07d,Mes más reciente con balance mayor a cero en los 7 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
min_rat_act_pas_07m,mes más reciente con disminución del balance visto como ratio activos/pasivos,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
nro_cre_pas_15d,número de incrementos del total de pasivos en los 15 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
nro_dec_rat_pas_act_15d,número de decrementos del ratio pasivos/activos en los 15 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
nro_dec_sld_csueldo_15d,número de decrementos en los 15 últimos días en cuenta sueldo,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
nro_dec_sld_td_15d,número de decrementos en los 15 últimos días considerando saldo total en tarjeta de débito,t_fct_trx_tarj_debito,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
prm_cre_act_pas_15d,incremento promedio de saldo en los 15 últimos días del balance visto como ratio activos/pasivos,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
prm_cre_ibk_tc_15d,incremento promedio del saldo tc en los 15 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
prm_dec_ibk_tc_15d,disminución promedio en saldo tarjeta de crédito en los 15 últimos días,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_act_07d_15d,ratio de 7 últimos días/15 últimos días del total de activos,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_act_pas_01d_03d,ratio de los último día/3 últimos días  del ratio pasivos/activos,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_act_pas_03d_07d,ratio de 3 últimos días/7 últimos días del balance visto como diferencia pasivos - activos,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_act_pas_07d_15d,ratio de los 7 últimos días/15 últimos días del balance ,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_alc_03d_07d,ratio de los 3 últimos días/7 últimos días  de alcancía,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_csueldo_03d_07d,ratio de los 3 últimos días/7 últimos días de cuenta sueldo,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_ibk_tc_07d_15d,ratio del 7 últimos días/15 últimos días en saldo tarjeta de crédito en interbank,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_ibk_tc_15d_45d,ratio del promedio de los 15 últimos días/45 últimos días en tarjeta de crédito ,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_pas_07d_45d,ratio del total de pasivos de 7 últimos días/45 últimos días ,v_aws_360_cliente_dia,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
rat_sld_td_07d_45d,ratio de los 7 últimos días/45 últimos días en tarjeta de débito considerando saldo total,t_fct_trx_tarj_debito,ibk-fs-acoe-infocli,ibk-fs-group-per-products-dia
agp_minsalprompas12m,Indica el agrupamiento del mínimo saldo promedio pasivo en los 12 últimos meses,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, dim_tiempo, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
agp_ratprmcash03mprmcash06m,Indica el agrupamiento del ratio en el promedio del cash in 3 últimos meses/ promedio del cash in 6 últimos meses,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_agg_mes_vpc_transacc_sav_imp, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
clf_peorrepleg03m,Indica el peor clasificación en los 3 últimos meses del representante legal,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_mst_rep_legal_sunat_rsk, e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.t_mst_ctarcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_entclasnonorm03m,Indica el indicador si presenta entidad en clasificación no normal en los 3 últimos meses,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.t_mst_ctarcc_rsk, dim_tiempo",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_replegddacst09m,Indica el indicador si el representante legal presenta deuda castigada en los 9 últimos meses,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_mst_rep_legal_sunat_rsk, e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.t_mst_ctarcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_diasatracyg06m,Indica el máximo días de atraso con respecto al conyugue en los 6 últimos meses,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_mst_reniec_rsk, e_perm_aws.t_fact_report_rcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_maxentnonormrepleg03m,Indica el máximo número de entidades no normal en los 3 últimos meses del representante legal,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_mst_rep_legal_sunat_rsk, e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.t_mst_ctarcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mesdissdorepleg06m,Indica el número de meses que disminuye el saldo en los 6 últimos meses del representante legal,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_mst_rep_legal_sunat_rsk, e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.t_mst_ctarcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mesincpas100pen06m,Indica el número de meses que incrementa sus pasivos como mínimo 100 soles en los 6 últimos meses,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, dim_tiempo, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mesrecatrarepleg06m_repro,Indica el mes mas reciente que presenta atraso en los 6 últimos meses el representante legal,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_mst_rep_legal_sunat_rsk, e_perm_aws.t_fact_report_rcc_rsk, e_perm_aws.t_mst_ctarcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_pas06m,Indica el promedio de pasivos en los 6 últimos meses,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, dim_tiempo, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_pctnorcyg06m,Indica el promedio del porcentaje del saldo normal relacionado al conyugue en los 6 últimos meses,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_mst_reniec_rsk, e_perm_aws.t_fact_report_rcc_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
rat_prm06mprm12m,Indica el ratio entre el promedio 6 últimos meses / promedio 12 últimos meses,"e_perm_aws.t_mst_ctaibk_rsk, e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, dim_tiempo, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
sbs_value,,,,ibk-fs-group-emp-rcc-mes
agp_ctdmesincspasprmsdopas12m,número de meses que incrementa sus pasivos mas de 500 soles más promedio del saldo pasivo de los 12 últimos meses ,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
agp_sdopastot06m,mínimo saldo pasivo total en los 6 últimos mesesš ,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_cliingpagrec03m,indicador si el cliente tiene un ingreso por pagos recibidos en los 3 últimos meses ,e_perm_aws.t_agg_mes_vpc_transacc_sav_imp,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
flg_clnpagpla,indicador si el cliente realizo pago de planillaš ,e_perm_aws.t_fact_vpc_ppa_transacc_inof,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mescasoutpds06m,número de meses que realiza un cash out en pagos de servicios en los 6 últimos mesesš ,e_perm_aws.t_agg_mes_vpc_transacc_sav_imp,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mesincsdodep06m,número de meses que incrementa mas de 500 soles el saldo que ingresa por depósito en los 6 últimos meses,e_perm_aws.t_agg_mes_vpc_transacc_sav_imp,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mespas12m,número de meses que presenta pasivos en los 12 últimos mesesš ,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_mesrecproing03m,mes mas reciente que el proveedor a presentado un ingreso en los 3 últimos mesesš ,"e_perm_aws.t_fact_vpc_ppa_transacc_inof, e_perm_aws.t_dim_tipo_cambio_rsk",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_pctsdoout03m,promedio del porcentaje de saldo out en los 3 últimos mesesš ,e_perm_aws.t_agg_mes_vpc_transacc_sav_imp,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_pctsdopasdep06m,promedio de los 6 últimos meses del porcentaje del saldo pasivo que ingresa por depositos ,e_perm_aws.t_agg_mes_vpc_transacc_sav_imp,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_pcttrfout06m,promedio del porcentaje de transferencia out de los últimos 6 meses,e_perm_aws.t_agg_mes_vpc_transacc_sav_imp,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
rat_prmsldpsv03m06m,ratio entre el promedio del saldo promedio pasivos 3 últimos meses y entre promedio del saldo promedio pasivos 6 umš ,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
rat_prmsldpsvtrx06m12m,ratio promedio saldo pasivos in transferencias 6 últimos meses y entre promedio saldo pasivos in transferencias 12 últimos mesesš ,e_perm_aws.t_agg_mes_vpc_transacc_sav_imp,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
sld_tot12m,Cantidad de saldo total en los últimos 12 meses,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_diasatrsldm01,Cantidad del maximo días atrasados del último mes,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_sldrefinm01,Cantidad del maximo saldo refinanciado del último mes,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_sldreestrm01,Cantidad del maximo saldo reestructurado del último mes,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_sldcastm01,Cantidad del maximo saldo castigado del último mes,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
pct_diasatrmic12m,Cantidad del porcentaje días atrasados de micro empresa de los últimos 12 meses,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
nro_empdistrepm01,Cantidad del número de empresas distintas reportante del último mes,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
max_diasatrsld12m,Cantidad del maximo días atraso de los últimos 12 meses,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
prm_slddisptcmic12m,Cantidad del promedio saldo disponible de tarjeta de crédito de micro empresa de los últimos 12 meses,e_perm_aws.t_agg_dts_micemp_hist_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rcc-mes
